Date , FIT101 Total m3 , FIT210 Total m3 , FIT230 Total m3 , FIT250 Total m3 , FIT401 Total m3 
2023-12-06 4:43:00 PM,62.57779,25.23621,17.0044,26.53834,58.05978
2023-12-06 5:43:00 PM,64.95251,25.68165,17.83722,27.6436,60.51331
2023-12-06 6:43:00 PM,65.42953,26.16144,17.83722,27.6436,60.92822
2023-12-06 7:43:00 PM,65.9039,26.6404,17.83722,27.6436,61.34467
2023-12-06 8:43:00 PM,66.37737,27.11871,17.83722,27.6436,61.76151
2023-12-06 9:43:00 PM,66.84894,27.59691,17.83722,27.6436,62.17819
2023-12-06 10:43:00 PM,67.3183,28.07363,17.83722,27.6436,62.5934
2023-12-06 11:43:00 PM,67.7867,28.54996,17.83722,27.6436,63.00763
2023-12-07 12:43:00 AM,68.25446,29.02539,17.83722,27.6436,63.42024
2023-12-07 1:43:00 AM,68.72173,29.50022,17.83722,27.6436,63.83203
2023-12-07 2:43:00 AM,69.18894,29.97483,17.83722,27.6436,64.24357
2023-12-07 3:43:00 AM,69.65617,30.44941,17.83722,27.6436,64.6554
2023-12-07 4:43:00 AM,70.12328,30.92368,17.83722,27.6436,65.06721
2023-12-07 5:43:00 AM,70.59044,31.39789,17.83722,27.6436,65.47795
2023-12-07 6:43:00 AM,71.05768,31.87192,17.83722,27.6436,65.88934
2023-12-07 7:43:00 AM,71.54227,32.35205,17.83722,27.6436,66.3049
2023-12-07 8:43:00 AM,72.01375,32.83048,17.83722,27.6436,66.7169
2023-12-07 9:43:00 AM,73.19996,33.2957,18.13906,28.06783,67.89324
2023-12-07 10:43:00 AM,75.66671,33.73681,18.99018,29.24793,70.44548
2023-12-07 11:43:00 AM,78.1216,34.17787,19.83906,30.42056,72.98802
2023-12-07 12:43:00 PM,80.57425,34.61853,20.68697,31.59205,75.5284
2023-12-07 1:43:00 PM,83.04142,35.06171,21.53996,32.77016,78.0801
2023-12-07 2:43:00 PM,85.53528,35.51135,22.40353,33.96072,80.6612
2023-12-07 3:43:00 PM,88.01077,35.95674,23.26014,35.14439,83.22402
2023-12-07 4:43:00 PM,90.45365,36.39613,24.10257,36.31322,85.75252
2023-12-07 5:43:00 PM,91.92345,36.85247,24.53005,36.90564,87.23897
2023-12-07 6:43:00 PM,92.39101,37.32542,24.53005,36.90564,87.65062
2023-12-07 7:43:00 PM,92.85825,37.79648,24.53005,36.90564,88.06217
2023-12-07 8:43:00 PM,93.32539,38.26657,24.53005,36.90564,88.47287
2023-12-07 9:43:00 PM,93.79255,38.73731,24.53005,36.90564,88.88406
2023-12-07 10:43:00 PM,94.25954,39.20743,24.53005,36.90564,89.29529
2023-12-07 11:43:00 PM,94.7265,39.67778,24.53005,36.90564,89.70657
2023-12-08 12:43:00 AM,95.19364,40.149,24.53005,36.90564,90.11807
2023-12-08 1:43:00 AM,95.66048,40.6198,24.53005,36.90564,90.5292
2023-12-08 2:43:00 AM,96.12762,41.09094,24.53005,36.90564,90.94053
2023-12-08 3:43:00 AM,96.59458,41.55939,24.53005,36.90564,91.35033
2023-12-08 4:43:00 AM,97.06139,42.02673,24.53005,36.90564,91.75822
2023-12-08 5:43:00 AM,97.52847,42.49468,24.53005,36.90564,92.16594
2023-12-08 6:43:00 AM,97.99543,42.96273,24.53005,36.90564,92.57306
2023-12-08 7:43:00 AM,98.46238,43.43046,24.53005,36.90564,92.97807
2023-12-08 8:43:00 AM,98.92938,43.89848,24.53005,36.90564,93.38247
2023-12-08 9:43:00 AM,99.39633,44.36631,24.53005,36.90564,93.78452
2023-12-08 10:43:00 AM,100.8995,44.81988,24.96747,37.52472,95.30489
2023-12-08 11:43:00 AM,103.2895,45.25925,25.78558,38.66773,97.78194
2023-12-08 12:43:00 PM,105.6818,45.69864,26.60622,39.81125,100.2618
2023-12-08 1:43:00 PM,108.0803,46.13816,27.42937,40.95894,102.7471
2023-12-08 2:43:00 PM,110.4757,46.57747,28.24732,42.10914,105.2298
2023-12-08 3:43:00 PM,112.8761,47.01715,29.06758,43.26149,107.7184
2023-12-08 4:43:00 PM,115.2779,47.45665,29.88747,44.41415,110.2079
2023-12-08 5:43:00 PM,117.6724,47.89609,30.7033,45.56332,112.6902
2023-12-08 6:43:00 PM,120.0568,48.33558,31.51419,46.70715,115.1597
2023-12-08 7:43:00 PM,122.4327,48.77496,32.32189,47.84863,117.6241
2023-12-08 8:43:00 PM,124.8031,49.21424,33.12788,48.9887,120.0838
2023-12-08 9:43:00 PM,127.1697,49.65358,33.93097,50.12824,122.539
2023-12-08 10:43:00 PM,129.5322,50.09297,34.73205,51.26181,124.9885
2023-12-08 11:43:00 PM,131.8943,50.5324,35.532,52.38873,127.4329
2023-12-09 12:43:00 AM,134.257,50.97197,36.33208,53.51605,129.8781
2023-12-09 1:43:00 AM,136.6183,51.41129,37.1298,54.64191,132.316
2023-12-09 2:43:00 AM,138.9822,51.85093,37.92759,55.76896,134.7498
2023-12-09 3:43:00 AM,141.3999,52.29482,38.74883,56.92421,137.2536
2023-12-09 4:43:00 AM,143.8162,52.74372,39.57198,58.08221,139.7666
2023-12-09 5:43:00 AM,146.2172,53.19184,40.38899,59.23651,142.2664
2023-12-09 6:43:00 AM,148.5786,53.63118,41.18727,60.3736,144.7236
2023-12-09 7:43:00 AM,150.9413,54.07076,41.98496,61.5074,147.1717
2023-12-09 8:43:00 AM,153.3013,54.50999,42.78025,62.63681,149.6093
2023-12-09 9:43:00 AM,155.657,54.94909,43.57378,63.76358,152.0397
2023-12-09 10:43:00 AM,158.0078,55.38803,44.36581,64.88972,154.4649
2023-12-09 11:43:00 AM,160.3508,55.82662,45.15584,66.01572,156.8881
2023-12-09 12:43:00 PM,162.687,56.26499,45.9446,67.1418,159.3098
2023-12-09 1:43:00 PM,165.05,56.70454,46.75183,68.27882,161.7748
2023-12-09 2:43:00 PM,167.4248,57.1442,47.56367,69.41946,164.248
2023-12-09 3:43:00 PM,169.8108,57.58438,48.37783,70.56221,166.7259
2023-12-09 4:43:00 PM,172.2118,58.02547,49.19497,71.71061,169.2054
2023-12-09 5:43:00 PM,174.5961,58.46537,50.00676,72.84965,171.6713
2023-12-09 6:43:00 PM,176.9506,58.90104,50.8065,73.97559,174.1042
2023-12-09 7:43:00 PM,179.2946,59.3339,51.60343,75.10189,176.529
2023-12-09 8:43:00 PM,181.6293,59.76613,52.39841,76.22787,178.9507
2023-12-09 9:43:00 PM,183.9595,60.1981,53.19287,77.35345,181.3719
2023-12-09 10:43:00 PM,186.285,60.62943,53.98763,78.4793,183.7912
2023-12-09 11:43:00 PM,188.6037,61.05956,54.78201,79.60466,186.2098
2023-12-10 12:43:00 AM,190.9712,61.49601,55.59389,80.74911,188.6703
2023-12-10 1:43:00 AM,193.3682,61.93522,56.41474,81.90065,191.1486
2023-12-10 2:43:00 AM,195.7807,62.37459,57.23803,83.0535,193.6322
2023-12-10 3:43:00 AM,198.1777,62.80989,58.05653,84.19721,196.1074
2023-12-10 4:43:00 AM,200.539,63.23569,58.86364,85.323,198.5435
2023-12-10 5:43:00 AM,202.8972,63.66166,59.66791,86.44941,200.9738
2023-12-10 6:43:00 AM,205.2348,64.08998,60.46713,87.57532,203.3969
2023-12-10 7:43:00 AM,207.5648,64.52763,61.26653,88.70028,205.8187
2023-12-10 8:43:00 AM,209.8889,64.96365,62.06532,89.82143,208.2384
2023-12-10 9:43:00 AM,212.1994,65.3993,62.86451,90.9248,210.6447
2023-12-10 10:43:00 AM,214.5064,65.83416,63.66233,92.02195,213.0404
2023-12-10 11:43:00 AM,216.8378,66.27008,64.47085,93.11855,215.4558
2023-12-10 12:43:00 PM,219.1991,66.70941,65.29441,94.21822,217.9073
2023-12-10 1:43:00 PM,221.5619,67.14899,66.11861,95.32166,220.3678
2023-12-10 2:43:00 PM,223.9233,67.58832,66.94237,96.43112,222.8339
2023-12-10 3:43:00 PM,226.2719,68.02772,67.76215,97.53887,225.2841
2023-12-10 4:43:00 PM,228.5878,68.46716,68.57103,98.63718,227.7016
2023-12-10 5:43:00 PM,230.8996,68.9066,69.37476,99.73479,230.1173
2023-12-10 6:43:00 PM,233.2098,69.34626,70.17742,100.8291,232.5302
2023-12-10 7:43:00 PM,235.4452,69.69726,70.99492,101.9265,234.8634
2023-12-10 8:43:00 PM,237.7523,70.1364,71.79296,103.0136,237.2661
2023-12-10 9:43:00 PM,240.0702,70.57573,72.59532,104.0976,239.6758
2023-12-10 10:43:00 PM,242.4318,71.01521,73.41924,105.1962,242.124
2023-12-10 11:43:00 PM,244.7939,71.45467,74.24321,106.2948,244.582
2023-12-11 12:43:00 AM,247.156,71.89412,75.06755,107.3934,247.0473
2023-12-11 1:43:00 AM,249.4772,72.33339,75.87597,108.4867,249.4737
2023-12-11 2:43:00 AM,251.7843,72.77284,76.67415,109.5628,251.8794
2023-12-11 3:43:00 AM,254.0914,73.21229,77.47098,110.6341,254.2746
2023-12-11 4:43:00 AM,256.426,73.65195,78.28407,111.7219,256.6964
2023-12-11 5:43:00 AM,258.7865,74.09128,79.10802,112.8203,259.1295
2023-12-11 6:43:00 AM,261.1726,74.53085,79.93295,113.9192,261.5713
2023-12-11 7:43:00 AM,263.4997,74.96418,80.75169,115.0068,263.9919
2023-12-11 8:43:00 AM,265.7157,75.32295,81.55845,116.0863,266.4341
2023-12-11 9:43:01 AM,267.9086,75.74985,82.36612,117.0484,268.6523
2023-12-11 10:43:00 AM,270.5724,76.19503,83.12292,118.5512,270.7885
2023-12-11 11:43:00 AM,272.7896,76.79841,83.91332,119.4229,273.076
2023-12-11 12:43:00 PM,275.1008,77.35728,84.68803,120.4309,275.494
2023-12-11 1:43:00 PM,277.5325,77.97871,85.45692,121.5287,278.002
2023-12-11 2:43:00 PM,279.947,78.5969,86.22334,122.6044,280.4487
2023-12-11 3:43:00 PM,282.3711,79.21739,86.99689,123.6756,282.9136
2023-12-11 4:43:00 PM,284.8165,79.83818,87.78712,124.7477,285.4455
2023-12-11 5:43:00 PM,287.269,80.45501,88.58299,125.8201,287.9939
2023-12-11 6:43:00 PM,289.709,81.0653,89.36829,126.8908,290.5298
2023-12-11 7:43:00 PM,292.1259,81.67108,90.13773,127.961,293.0381
2023-12-11 8:43:00 PM,294.5399,82.27521,90.90678,129.0054,295.5497
2023-12-11 9:43:00 PM,296.9526,82.87589,91.67613,130.0494,298.0669
2023-12-11 10:43:00 PM,299.3625,83.47467,92.44543,131.0931,300.5828
2023-12-11 11:43:00 PM,301.7718,84.06971,93.21451,132.1368,303.1084
2023-12-12 12:43:00 AM,304.1822,84.66405,93.98355,133.1805,305.6288
2023-12-12 1:43:00 AM,306.593,85.25649,94.75259,134.2242,308.1555
2023-12-12 2:43:00 AM,309.004,85.84801,95.52164,135.2679,310.6818
2023-12-12 3:43:00 AM,311.4157,86.43945,96.29089,136.3119,313.2085
2023-12-12 4:43:00 AM,313.8264,87.03115,97.05972,137.3553,315.734
2023-12-12 5:43:00 AM,316.239,87.62354,97.82877,138.399,318.2607
2023-12-12 6:43:00 AM,318.6431,88.21398,98.59802,139.443,320.7878
2023-12-12 7:43:00 AM,321.0494,88.80804,99.37987,140.4864,323.3133
2023-12-12 8:43:00 AM,323.4656,89.40383,100.1726,141.5301,325.8399
2023-12-12 9:43:00 AM,325.8832,89.99888,100.9648,142.5741,328.3661
2023-12-12 10:43:00 AM,328.2996,90.59322,101.7561,143.6175,330.8911
2023-12-12 11:43:01 AM,330.7173,91.18823,102.5472,144.6618,333.418
2023-12-12 12:43:00 PM,333.0914,91.73186,103.3411,145.7056,335.8956
2023-12-12 1:43:00 PM,335.3947,92.19415,104.1293,146.7493,338.2912
2023-12-12 2:43:00 PM,337.6919,92.65626,104.9207,147.7926,340.6764
2023-12-12 3:43:00 PM,339.9695,93.1118,105.7054,148.8363,343.0103
2023-12-12 4:43:00 PM,342.2485,93.56577,106.4923,149.8801,345.3395
2023-12-12 5:43:00 PM,344.523,94.01834,107.2797,150.924,347.662
2023-12-12 6:43:00 PM,346.7787,94.46918,108.063,151.9675,349.9779
2023-12-12 7:43:00 PM,349.0047,94.91582,108.8408,153.0115,352.2892
2023-12-12 8:43:00 PM,351.3103,95.37881,109.6376,154.0549,354.6806
2023-12-12 9:43:00 PM,353.6185,95.84396,110.4357,155.0991,357.0816
2023-12-12 10:43:00 PM,355.925,96.31058,111.2363,156.1425,359.4914
2023-12-12 11:43:00 PM,358.2327,96.77761,112.0494,157.1865,361.9038
2023-12-13 12:43:00 AM,360.4725,97.2216,112.8489,158.2137,364.2318
2023-12-13 1:43:00 AM,362.6863,97.66123,113.6454,159.235,366.5438
2023-12-13 2:43:00 AM,364.887,98.10078,114.4419,160.2455,368.8535
2023-12-13 3:43:00 AM,367.0853,98.54028,115.2383,161.2408,371.1621
2023-12-13 4:43:00 AM,369.2829,98.97977,116.0348,162.2297,373.47
2023-12-13 5:43:00 AM,371.4811,99.41941,116.8314,163.2189,375.7782
2023-12-13 6:43:00 AM,373.678,99.8588,117.6276,164.2074,378.0854
2023-12-13 7:43:00 AM,375.8774,100.2987,118.4227,165.1969,380.3938
2023-12-13 8:43:00 AM,378.0773,100.7389,119.2193,166.1861,382.7026
2023-12-13 9:43:00 AM,380.2768,101.1791,120.0155,167.1747,385.0101
2023-12-13 10:43:00 AM,382.5074,101.6237,120.8118,168.1669,387.3249
2023-12-13 11:43:00 AM,384.7088,102.0646,121.6082,169.1566,389.6328
2023-12-13 12:43:00 PM,386.9119,102.5045,122.4028,170.1455,391.9419
2023-12-13 1:43:00 PM,389.1691,102.9453,123.2041,171.1349,394.2615
2023-12-13 2:43:00 PM,391.4495,103.3864,124.01,172.1237,396.5869
2023-12-13 3:43:00 PM,393.7371,103.8283,124.8215,173.1129,398.9217
2023-12-13 4:43:00 PM,395.9344,104.2677,125.618,174.1017,401.229
2023-12-13 5:43:00 PM,398.1316,104.7072,126.4145,175.0904,403.5361
2023-12-13 6:43:00 PM,400.3289,105.1466,127.211,176.0792,405.8432
2023-12-13 7:43:00 PM,402.5283,105.5867,128.0073,177.0684,408.15
2023-12-13 8:43:00 PM,404.7261,106.0263,128.7781,178.0574,410.4577
2023-12-13 9:43:00 PM,406.9228,106.4656,129.5479,179.0459,412.7641
2023-12-13 10:43:00 PM,409.1336,106.9053,130.3696,180.0352,415.0782
2023-12-13 11:43:00 PM,411.3929,107.3447,131.1936,181.024,417.4004
2023-12-14 12:43:00 AM,413.6964,107.7841,132.0173,182.0125,419.7377
2023-12-14 1:43:00 AM,415.9083,108.2235,132.8356,183.0014,422.0507
2023-12-14 2:43:00 AM,418.1056,108.663,133.6497,183.9902,424.3578
2023-12-14 3:43:00 AM,420.3022,109.1023,134.4602,184.9787,426.6642
2023-12-14 4:43:00 AM,422.5001,109.5419,135.2691,185.9677,428.972
2023-12-14 5:43:00 AM,424.6974,109.9814,136.0717,186.9565,431.2789
2023-12-14 6:43:00 AM,426.8952,110.4209,136.862,187.9455,433.5865
2023-12-14 7:43:00 AM,429.0927,110.8604,137.6572,188.9342,435.8936
2023-12-14 8:43:00 AM,431.2902,111.2998,138.4812,189.9229,438.2008
2023-12-14 9:43:00 AM,433.4881,111.7393,139.3051,190.9117,440.5085
2023-12-14 10:43:00 AM,435.6854,112.1788,140.129,191.9005,442.8159
2023-12-14 11:43:00 AM,437.8832,112.6184,140.9532,192.8895,445.1237
2023-12-14 12:43:00 PM,440.0799,113.0577,141.7769,193.878,447.4302
2023-12-14 1:43:00 PM,442.2778,113.4972,142.6011,194.8671,449.738
2023-12-14 2:43:00 PM,444.4744,113.9366,143.4249,195.8556,452.0447
2023-12-14 3:43:00 PM,446.6724,114.3762,144.2491,196.8446,454.3526
2023-12-14 4:43:00 PM,448.9214,114.8173,145.0681,197.882,456.7079
2023-12-14 5:43:00 PM,451.3384,115.2568,145.89,199.0757,459.2333
2023-12-14 6:43:01 PM,453.7554,115.6962,146.7137,200.2293,461.7562
2023-12-14 7:43:00 PM,456.152,116.1353,147.5058,201.3826,464.2321
2023-12-14 8:43:00 PM,458.5219,116.5747,148.2806,202.5362,466.6717
2023-12-14 9:43:00 PM,460.8749,117.0141,149.0529,203.6898,469.1074
2023-12-14 10:43:00 PM,463.1947,117.4534,149.8235,204.8433,471.5327
2023-12-14 11:43:00 PM,465.5033,117.8925,150.5932,205.9972,473.9538
2023-12-15 12:43:00 AM,467.8099,118.3316,151.362,207.1505,476.3723
2023-12-15 1:43:00 AM,470.1417,118.7709,152.1433,208.3045,478.8087
2023-12-15 2:43:00 AM,472.5587,119.2103,152.9672,209.4581,481.2976
2023-12-15 3:43:00 AM,474.975,119.6496,153.791,210.6113,483.7998
2023-12-15 4:43:00 AM,477.3781,120.089,154.61,211.7646,486.3012
2023-12-15 5:43:00 AM,479.6865,120.5284,155.3919,212.9182,488.7243
2023-12-15 6:43:00 AM,481.9937,120.9679,156.1638,214.0717,491.143
2023-12-15 7:43:00 AM,484.3012,121.4072,156.9335,215.2231,493.561
2023-12-15 8:43:00 AM,486.6097,121.8456,157.7038,216.3639,495.9791
2023-12-15 9:43:00 AM,488.9171,122.2841,158.4732,217.5002,498.3963
2023-12-15 10:43:00 AM,491.2881,122.7231,159.2832,218.649,500.8391
2023-12-15 11:43:00 AM,493.6835,123.1626,160.1064,219.8026,503.2908
2023-12-15 12:43:00 PM,496.0891,123.6021,160.9296,220.9564,505.7558
2023-12-15 1:43:00 PM,498.5027,124.0419,161.7534,222.1096,508.2312
2023-12-15 2:43:00 PM,500.9184,124.4814,162.5773,223.2633,510.7256
2023-12-15 3:43:00 PM,503.2665,124.9205,163.3914,224.4108,513.152
2023-12-15 4:43:00 PM,505.6008,125.3601,164.204,225.5539,515.5696
2023-12-15 5:43:00 PM,507.9185,125.7995,165.0097,226.6858,517.9866
2023-12-15 6:43:01 PM,510.2386,126.2415,165.8175,227.8099,520.4036
2023-12-15 7:43:00 PM,513.5681,126.6433,167.2134,229.3536,522.4658
2023-12-15 8:43:00 PM,514.0441,127.1252,167.708,229.3679,522.9199
2023-12-15 9:43:00 PM,514.4902,127.634,168.2024,229.368,523.2533
2023-12-15 10:43:00 PM,514.9348,128.1466,168.6967,229.368,523.4804
2023-12-15 11:43:00 PM,515.3773,128.6614,169.1912,229.368,523.7515
2023-12-16 12:43:00 AM,515.8204,129.1723,169.686,229.368,524.0204
2023-12-16 1:43:00 AM,516.2598,129.6696,170.1804,229.368,524.2418
2023-12-16 2:43:00 AM,516.6993,130.1647,170.6748,229.368,524.4666
2023-12-16 3:43:00 AM,517.1389,130.6596,171.1693,229.368,524.6883
2023-12-16 4:43:00 AM,517.5782,131.1539,171.6636,229.368,524.9097
2023-12-16 5:43:00 AM,518.0178,131.6484,172.1581,229.368,525.1312
2023-12-16 6:43:00 AM,518.4572,132.1428,172.6525,229.368,525.3558
2023-12-16 7:43:00 AM,518.8967,132.6372,173.1469,229.368,525.6077
2023-12-16 8:43:00 AM,519.336,133.1315,173.6411,229.368,526.0143
2023-12-16 9:43:00 AM,519.7756,133.6261,174.1356,229.368,526.4523
2023-12-16 10:43:00 AM,520.216,134.132,174.643,229.368,526.8818
2023-12-16 11:43:00 AM,520.6556,134.6281,175.1401,229.368,527.3212
2023-12-16 12:43:00 PM,521.0951,135.1239,175.6369,229.368,527.7607
2023-12-16 1:43:00 PM,521.5345,135.6195,176.1348,229.368,528.2001
2023-12-16 2:43:00 PM,521.9741,136.1143,176.6306,229.368,528.6261
2023-12-16 3:43:00 PM,522.4135,136.6087,177.125,229.368,529.0415
2023-12-16 4:43:00 PM,522.8531,137.1032,177.6196,229.368,529.4761
2023-12-16 5:43:00 PM,523.2924,137.5974,178.1138,229.368,529.8821
2023-12-16 6:43:01 PM,523.732,138.0919,178.6083,229.368,530.3217
2023-12-16 7:43:00 PM,524.1714,138.5863,179.1027,229.368,530.7504
2023-12-16 8:43:00 PM,524.6108,139.0806,179.597,229.368,531.1623
2023-12-16 9:43:00 PM,525.0504,139.5751,180.0915,229.368,531.6019
2023-12-16 10:43:00 PM,525.4898,140.0695,180.5859,229.368,532.0159
2023-12-16 11:43:00 PM,525.9293,140.5639,181.0802,229.368,532.4524
2023-12-17 12:43:00 AM,526.3687,141.0583,181.5746,229.368,532.856
2023-12-17 1:43:00 AM,526.8078,141.5522,182.0686,229.368,533.2661
2023-12-17 2:43:00 AM,527.2473,142.0466,182.563,229.368,533.661
2023-12-17 3:43:00 AM,527.6867,142.541,183.0574,229.368,534.1005
2023-12-17 4:43:01 AM,528.1262,143.0354,183.5518,229.368,534.4823
2023-12-17 5:43:00 AM,528.5656,143.5298,184.0461,229.368,534.9218
2023-12-17 6:43:00 AM,529.0051,144.0242,184.5405,229.368,535.3612
2023-12-17 7:43:00 AM,529.4445,144.5185,185.0349,229.368,535.7974
2023-12-17 8:43:00 AM,529.884,145.0129,185.5293,229.368,536.2369
2023-12-17 9:43:00 AM,530.3238,145.5079,186.0245,229.368,536.6763
2023-12-17 10:43:00 AM,530.7632,146.0026,186.5199,229.368,537.1158
2023-12-17 11:43:00 AM,531.2028,146.4976,187.0152,229.368,537.5554
2023-12-17 12:43:00 PM,531.6423,146.9928,187.5119,229.368,537.9948
2023-12-17 1:43:00 PM,532.0817,147.489,188.0109,229.368,538.4341
2023-12-17 2:43:00 PM,532.5211,147.9834,188.5053,229.368,538.8736
2023-12-17 3:43:00 PM,532.9607,148.4779,188.9998,229.368,539.3132
2023-12-17 4:43:00 PM,533.4,148.9722,189.4941,229.368,539.7377
2023-12-17 5:43:00 PM,533.8396,149.4667,189.9886,229.368,540.1323
2023-12-17 6:43:00 PM,534.2791,149.9611,190.483,229.368,540.5718
2023-12-17 7:43:00 PM,534.7185,150.4555,190.9774,229.368,540.9404
2023-12-17 8:43:00 PM,535.158,150.9498,191.4717,229.368,541.3799
2023-12-17 9:43:00 PM,535.5974,151.4442,191.9661,229.368,541.8063
2023-12-17 10:43:00 PM,536.037,151.9388,192.4607,229.368,542.2458
2023-12-17 11:43:00 PM,536.4763,152.4331,192.9549,229.368,542.6662
2023-12-18 12:43:00 AM,536.9159,152.9276,193.4494,229.368,543.0835
2023-12-18 1:43:00 AM,537.3552,153.4218,193.9437,229.368,543.5228
2023-12-18 2:43:00 AM,537.7947,153.9162,194.4381,229.368,543.9297
2023-12-18 3:43:00 AM,538.2343,154.4108,194.9326,229.368,544.3693
2023-12-18 4:43:00 AM,538.6737,154.9051,195.427,229.368,544.8088
2023-12-18 5:43:00 AM,539.113,155.3994,195.9212,229.368,545.2443
2023-12-18 6:43:01 AM,539.5526,155.8939,196.4157,229.368,545.6837
2023-12-18 7:43:00 AM,539.9924,156.389,196.9119,229.368,546.1231
2023-12-18 8:43:00 AM,540.4319,156.884,197.4092,229.368,546.5626
2023-12-18 9:43:00 AM,541.5173,157.9749,197.8253,229.368,546.7654
2023-12-18 10:43:00 AM,541.9568,158.4208,198.2864,229.368,547.2037
2023-12-18 11:43:00 AM,542.3962,158.8858,198.759,229.368,547.6432
2023-12-18 12:43:00 PM,542.8357,159.3253,199.1984,229.368,548.0826
2023-12-18 1:43:00 PM,543.2751,159.7648,199.6379,229.368,548.5221
2023-12-18 2:43:00 PM,543.7146,160.2042,200.0773,229.368,548.9609
