Date , AIT101 NTU , AIT401 NTU , FIT101 Lpm , FIT210 Lpm , FIT230 Lpm , FIT250 Lpm , FIT401 Lpm , PT100 psi , PT101 psi , PT151 psi , PT161 psi , PT171 psi , PT301 psi , PT302 psi
15/11/2023 9:11:01 AM,0,0,-4.701968E-02,0,0,0,-1.244213,-0.0922309,0.3041811,0,0.1625796,-6.817853E-02,0,0
15/11/2023 9:12:01 AM,0,0,-5.063657E-02,0,0,0,-1.229745,-7.595486E-02,0.2884476,0,0.1468461,-4.195602E-02,0,0
15/11/2023 9:13:01 AM,0,0,-5.063657E-02,0,0,0,-1.240596,-7.052951E-02,0.3146701,0,0.1835576,-4.195602E-02,0,0
15/11/2023 9:14:01 AM,0,0,-4.340278E-02,0,0,0,-1.236979,-0.0922309,0.2989366,0,0.1625796,-3.671151E-02,0,0
15/11/2023 9:15:01 AM,0,0,-4.701968E-02,0,0,0,-1.240596,-0.1030816,0.3041811,0,0.1468461,-2.622251E-02,0,0
15/11/2023 9:16:01 AM,0,0,-4.340278E-02,0,0,0,-1.229745,-0.0922309,0.2936921,0,0.1730686,-3.671151E-02,0,0
15/11/2023 9:17:01 AM,0,0,-4.701968E-02,0,0,0,-1.229745,-0.0922309,0.3146701,0,0.1625796,-5.244502E-02,0,0
15/11/2023 9:18:01 AM,0,0,-4.340278E-02,0,0,0,-1.240596,-9.765625E-02,0.3146701,0,0.1888021,-2.097801E-02,0,0
15/11/2023 9:19:01 AM,0,0,-3.616898E-02,0,0,0,-1.240596,-0.1085069,0.3041811,0,0.1468461,-3.671151E-02,0,0
15/11/2023 9:20:01 AM,0,0,-5.063657E-02,0,0,0,-1.240596,-0.1030816,0.3199146,0,0.2097801,-4.720052E-02,0,0
15/11/2023 9:21:01 AM,0,0,-4.340278E-02,0,0,0,-1.236979,-7.052951E-02,0.3041811,0,0.2150246,-4.720052E-02,0,0
15/11/2023 9:22:01 AM,0,0,-4.701968E-02,0,0,0,-1.240596,-0.0922309,0.3251592,0,0.1992911,-2.097801E-02,0,0
15/11/2023 9:23:01 AM,0,0,-4.701968E-02,0,0,0,-1.236979,-7.052951E-02,0.2936921,0,0.1678241,-4.720052E-02,0,0
15/11/2023 9:24:01 AM,0,0,-6.148726E-02,0,0,0,-1.240596,-0.1085069,0.2884476,0,0.2150246,-5.244502E-02,0,0
15/11/2023 9:25:01 AM,0,0,-4.701968E-02,0,0,0,-1.244213,-9.765625E-02,0.3251592,0,0.1992911,-2.622251E-02,0,0
15/11/2023 9:26:01 AM,0,0,-5.063657E-02,0,0,0,-1.236979,-0.1030816,0.3146701,0,0.2097801,-5.244502E-02,0,0
15/11/2023 9:27:01 AM,0,0,-4.340278E-02,0,0,0,-1.226128,-0.1085069,0.3199146,0,0.1730686,-5.244502E-02,0,0
15/11/2023 9:28:01 AM,0,0,-5.063657E-02,0,0,0,-1.240596,-0.1302083,0.3146701,0,0.1835576,-2.622251E-02,0,0
15/11/2023 9:29:01 AM,0,0,-5.063657E-02,0,0,0,-1.229745,-8.138021E-02,0.3146701,0,0.2097801,-5.244502E-02,0,0
15/11/2023 9:30:01 AM,0,0,-4.701968E-02,0,0,0,-1.229745,-9.765625E-02,0.2936921,0,0.2150246,-7.342303E-02,0,0
15/11/2023 9:31:01 AM,0,0,-5.063657E-02,0,0,0,-1.236979,-7.595486E-02,0.2936921,0,0.1940466,-5.244502E-02,0,0
15/11/2023 9:32:01 AM,0,0,-4.340278E-02,0,0,0,-1.236979,-0.1085069,0.3199146,0,0.1678241,-4.195602E-02,0,0
15/11/2023 9:33:01 AM,0,0,-4.340278E-02,0,0,0,-1.236979,-9.765625E-02,0.2936921,0,0.2097801,-5.244502E-02,0,0
15/11/2023 9:34:01 AM,0,0,-4.701968E-02,0,0,0,-1.240596,-7.595486E-02,0.2989366,0,0.1940466,-2.097801E-02,0,0
15/11/2023 9:35:01 AM,0,0,-4.701968E-02,0,0,0,-1.236979,-0.1085069,0.3199146,0,0.1992911,-1.573351E-02,0,0
15/11/2023 9:36:01 AM,0,0,-4.340278E-02,0,0,0,-1.236979,-7.052951E-02,0.3251592,0,0.1835576,0.010489,0,0
15/11/2023 9:37:01 AM,0,0,-4.340278E-02,0,0,0,-1.244213,-0.124783,0.2989366,0,0.1992911,1.573351E-02,0,0
15/11/2023 9:38:01 AM,0,0,-4.701968E-02,0,0,0,-1.226128,-0.0922309,0.3041811,0,0.1730686,0.010489,0,0
15/11/2023 9:39:01 AM,0,0,-4.701968E-02,0,0,0,0,-0.1030816,0.3146701,0,0.1940466,2.622251E-02,0,0
15/11/2023 9:40:01 AM,0,0,-4.701968E-02,0,0,0,0,-7.052951E-02,0.2989366,0,0.1992911,3.146701E-02,0,0
15/11/2023 9:41:01 AM,0,0,-4.340278E-02,0,0,0,0,-0.0922309,0.2989366,0,0.1730686,0.010489,0,0
15/11/2023 9:42:01 AM,0,0,-4.701968E-02,0,0,0,0,-7.595486E-02,0.2989366,0,0.1940466,1.573351E-02,0,0
15/11/2023 9:43:01 AM,0,0,-4.701968E-02,0,0,0,0,-0.1302083,0.3146701,0,0.2097801,3.146701E-02,0,0
15/11/2023 9:44:01 AM,0,0,-5.063657E-02,0,0,0,0,-0.1030816,0.3251592,0,0.1992911,3.146701E-02,0,0
15/11/2023 9:45:01 AM,0,0,-5.063657E-02,0,0,0,0,-0.1030816,0.3199146,0,0.2150246,2.622251E-02,0,0
15/11/2023 9:46:01 AM,0,0,-4.340278E-02,0,0,0,0,-8.138021E-02,0.2884476,0,0.1940466,2.622251E-02,0,0
15/11/2023 9:47:01 AM,0,0,-3.616898E-02,0,0,0,0,-0.0922309,0.3041811,0,0.2097801,4.195602E-02,0,0
15/11/2023 9:48:01 AM,0,0,-3.616898E-02,0,0,0,0,-9.765625E-02,0.3041811,0,0.1888021,1.573351E-02,0,0
15/11/2023 9:49:01 AM,0,0,-5.063657E-02,0,0,0,0,-7.052951E-02,0.2989366,0,0.1625796,2.622251E-02,0,0
15/11/2023 9:50:01 AM,0,0,-5.063657E-02,0,0,0,-1.222512,-7.595486E-02,0.3251592,0,0.2202691,1.573351E-02,0,0
15/11/2023 9:51:01 AM,0,0,-5.063657E-02,0,0,0,-1.229745,-8.138021E-02,0.3146701,0,0.1730686,3.146701E-02,0,0
15/11/2023 9:52:01 AM,0,0,-5.063657E-02,0,0,0,-1.229745,-9.765625E-02,0.3041811,0,0.1835576,0,0,0
15/11/2023 9:53:01 AM,0,0,-4.340278E-02,0,0,0,-1.226128,-0.0922309,0.3304036,0,0.1835576,-1.573351E-02,0,0
15/11/2023 9:54:01 AM,0,0,-4.340278E-02,0,0,0,-1.226128,-0.1302083,0.2989366,0,0.1888021,0.010489,0,0
15/11/2023 9:55:01 AM,0,0,-3.255209E-02,0,0,0,-1.226128,-8.138021E-02,0.2936921,0,0.2150246,0,0,0
15/11/2023 9:56:01 AM,0,0,-5.063657E-02,0,0,0,-1.240596,-0.1030816,0.3041811,0,0.1940466,-0.010489,0,0
15/11/2023 9:57:01 AM,0,0,-4.701968E-02,0,0,0,-1.236979,-0.1085069,0.3251592,0,0.2202691,-1.573351E-02,0,0
15/11/2023 9:58:01 AM,0,0,-3.616898E-02,0,0,0,-1.240596,-8.138021E-02,0.3199146,0,0.1888021,-2.622251E-02,0,0
15/11/2023 9:59:01 AM,0,0,-5.063657E-02,0,0,0,-1.240596,-5.425347E-02,0.3041811,0,0.2150246,-2.097801E-02,0,0
15/11/2023 10:00:01 AM,0,0,-4.340278E-02,0,0,0,-1.236979,-7.052951E-02,0.3041811,0,0.2150246,-0.010489,0,0
15/11/2023 10:01:01 AM,0,0,-5.063657E-02,0,0,0,-1.236979,-0.1085069,0.3146701,0,0.1940466,3.146701E-02,0,0
15/11/2023 10:02:01 AM,0,0,-5.063657E-02,0,0,0,-1.229745,-7.595486E-02,0.3146701,0,0.1940466,3.146701E-02,0,0
15/11/2023 10:03:01 AM,0,0,-4.340278E-02,0,0,0,-1.229745,-8.138021E-02,0.2989366,0,0.2255136,5.244502E-03,0,0
15/11/2023 10:04:01 AM,0,0,-4.701968E-02,0,0,0,-1.236979,-0.0922309,0.3199146,0,0.2097801,3.671151E-02,0,0
15/11/2023 10:05:01 AM,0,0,-4.340278E-02,0,0,0,-1.240596,-8.138021E-02,0.2936921,0,0.1992911,0.010489,0,0
15/11/2023 10:06:01 AM,0,0,-5.063657E-02,0,0,0,-1.236979,-9.765625E-02,0.3146701,0,0.2150246,4.195602E-02,0,0
15/11/2023 10:07:01 AM,0,0,-5.063657E-02,0,0,0,-1.229745,-8.138021E-02,0.3041811,0,0.2202691,4.195602E-02,0,0
15/11/2023 10:08:01 AM,0,0,-3.616898E-02,0,0,0,-1.244213,-7.595486E-02,0.3146701,0,0.1678241,0.010489,0,0
15/11/2023 10:09:01 AM,0,0,-4.340278E-02,0,0,0,-1.229745,-0.1030816,0.3199146,0,0.1992911,2.622251E-02,0,0
15/11/2023 10:10:01 AM,0,0,-5.063657E-02,0,0,0,-1.236979,-8.138021E-02,0.2884476,0,0.1678241,4.195602E-02,0,0
15/11/2023 10:11:01 AM,0,0,-4.340278E-02,0,0,0,-1.236979,-6.510416E-02,0.3146701,0,0.1730686,3.671151E-02,0,0
15/11/2023 10:12:01 AM,0,0,-4.701968E-02,0,0,0,-1.244213,-8.138021E-02,0.3041811,0,0.1311126,2.622251E-02,0,0
15/11/2023 10:13:01 AM,0,0,-4.340278E-02,0,0,0,-1.244213,-0.1030816,0.3199146,0,0.1678241,5.244502E-02,0,0
15/11/2023 10:14:01 AM,0,0,-5.063657E-02,0,0,0,-1.236979,-9.765625E-02,0.3041811,0,0.1573351,2.622251E-02,0,0
15/11/2023 10:15:01 AM,0,0,-5.063657E-02,0,0,0,-1.240596,-7.595486E-02,0.3146701,0,0.1311126,2.622251E-02,0,0
15/11/2023 10:16:01 AM,0,0,-5.425347E-02,0,0,0,-1.244213,-0.0922309,0.3199146,0,0.1625796,3.146701E-02,0,0
15/11/2023 10:17:01 AM,0,0,-5.425347E-02,0,0,0,-1.236979,-0.0922309,0.3041811,0,0.1678241,2.622251E-02,0,0
15/11/2023 10:18:01 AM,0,0,-4.701968E-02,0,0,0,-1.236979,-7.595486E-02,0.2989366,0,0.1468461,4.195602E-02,0,0
15/11/2023 10:19:01 AM,0,0,-3.616898E-02,0,0,0,-1.236979,-0.1085069,0.3199146,0,0.1678241,1.573351E-02,0,0
15/11/2023 10:20:01 AM,0,0,-3.616898E-02,0,0,0,-1.24783,-6.510416E-02,0.3199146,0,0.1730686,3.146701E-02,0,0
15/11/2023 10:21:01 AM,0,0,-4.701968E-02,0,0,0,-1.229745,-0.124783,0.3199146,0,0.1678241,1.573351E-02,0,0
15/11/2023 10:22:01 AM,0,0,-5.063657E-02,0,0,0,-1.236979,-0.1030816,0.3146701,0,0.1416016,1.573351E-02,0,0
15/11/2023 10:23:01 AM,0,0,-5.063657E-02,0,0,0,-1.229745,-0.1302083,0.2989366,0,0.1940466,-0.010489,0,0
15/11/2023 10:24:01 AM,0,0,-5.063657E-02,0,0,0,-1.240596,-0.1193576,0.2989366,0,0.1835576,0.010489,0,0
15/11/2023 10:25:01 AM,0,0,-4.701968E-02,0,0,0,-1.240596,-0.1030816,0.3199146,0,0.1730686,2.622251E-02,0,0
15/11/2023 10:26:01 AM,0,0,-4.701968E-02,1.128472,0,0,-1.236979,-7.595486E-02,0.3199146,0,0.2097801,0.010489,0,0
15/11/2023 10:27:01 AM,0,0,-4.340278E-02,1.83015,0,0,-1.240596,-9.765625E-02,0.3041811,0,0.1888021,0,0,0
15/11/2023 10:28:01 AM,0,0,-4.701968E-02,0.6004051,0,0,-1.229745,-0.0922309,0.3041811,0,0.2202691,2.622251E-02,0,0
15/11/2023 10:29:01 AM,0,0,-5.063657E-02,0,0,0,-1.244213,-0.1030816,0.3251592,0,0.2097801,5.244502E-03,0,0
15/11/2023 10:30:01 AM,0,0,-4.701968E-02,3.616898E-03,0,0,-1.244213,-8.138021E-02,0.3146701,0,0.2150246,3.146701E-02,0,0
15/11/2023 10:31:01 AM,0,0,-4.340278E-02,0,0,0,-1.240596,-4.882813E-02,0.3251592,0,0.1992911,5.244502E-02,0,0
15/11/2023 10:32:01 AM,0,0,-5.063657E-02,7.233796E-03,0,0,-1.240596,-4.340278E-02,0.3199146,0,0.2202691,3.146701E-02,0,0
15/11/2023 10:33:01 AM,0,0,-4.340278E-02,0,0,0,-1.236979,-9.765625E-02,0.3041811,0,0.1730686,3.146701E-02,0,0
15/11/2023 10:34:01 AM,0,0,-5.063657E-02,0,0,0,-1.240596,-4.340278E-02,0.3251592,0,0.2097801,4.195602E-02,0,0
15/11/2023 10:35:01 AM,0,0,-4.340278E-02,3.616898E-03,0,0,-1.240596,-5.425347E-02,0.3199146,0,0.1992911,1.573351E-02,0,0
15/11/2023 10:36:01 AM,0,0,-4.340278E-02,3.616898E-03,0,0,-1.240596,-4.340278E-02,0.3251592,0,0.1992911,4.195602E-02,0,0
15/11/2023 10:37:01 AM,0,0,-4.340278E-02,0,0,0,-1.240596,-7.052951E-02,0.2884476,0,0.1992911,1.573351E-02,0,0
15/11/2023 10:38:01 AM,0,0,-5.063657E-02,0,0,0,-1.226128,-4.340278E-02,0.3146701,0,0.1940466,3.146701E-02,0,0
15/11/2023 10:39:01 AM,0,0,-3.616898E-02,3.616898E-03,0,0,-1.236979,-7.052951E-02,0.2884476,0,0.2097801,1.573351E-02,0,0
15/11/2023 10:40:01 AM,0,0,-4.340278E-02,0,0,0,-1.240596,-4.882813E-02,0.3146701,0,0.1940466,4.195602E-02,0,0
15/11/2023 10:41:01 AM,0,0,-4.701968E-02,7.233796E-03,0,0,-1.240596,-6.510416E-02,0.3199146,0,0.2255136,0.010489,0,0
15/11/2023 10:42:01 AM,0,0,-5.063657E-02,0,0,0,-1.240596,-7.052951E-02,0.3146701,0,0.1992911,-1.573351E-02,0,0
15/11/2023 10:43:01 AM,0,0,-5.425347E-02,0,0,0,-1.226128,-5.425347E-02,0.3041811,0,0.2150246,-4.195602E-02,0,0
15/11/2023 10:44:01 AM,0,0,-5.425347E-02,3.616898E-03,0,0,-1.240596,-3.797743E-02,0.3146701,0,0.2255136,-3.671151E-02,0,0
15/11/2023 10:45:01 AM,0,0,-4.701968E-02,0,0,0,-1.24783,-4.882813E-02,0.3408927,0,0.2097801,-4.195602E-02,0,0
15/11/2023 10:46:01 AM,0,0,-4.340278E-02,0,0,0,-1.244213,-7.595486E-02,0.3041811,0,0.2150246,-4.195602E-02,0,0
15/11/2023 10:47:01 AM,0,0,-5.063657E-02,0,0,0,-1.236979,-6.510416E-02,0.3146701,0,0.1992911,-3.671151E-02,0,0
15/11/2023 10:48:01 AM,0,0,-3.616898E-02,0,0,0,-1.244213,-2.712674E-02,0.2884476,0,0.1992911,-1.573351E-02,0,0
15/11/2023 10:49:01 AM,0,0,-5.063657E-02,0,0,0,-1.240596,-4.340278E-02,0.2989366,0,0.1835576,-2.622251E-02,0,0
15/11/2023 10:50:01 AM,0,0,-4.701968E-02,0,0,0,-1.244213,-4.882813E-02,0.3041811,0,0.2150246,-4.195602E-02,0,0
15/11/2023 10:51:01 AM,0,0,-2.893518E-02,0,0,0,-1.240596,-5.425347E-02,0.3199146,0,0.1940466,-2.622251E-02,0,0
15/11/2023 10:52:01 AM,0,0,-5.063657E-02,0,0,0,-1.244213,-4.340278E-02,0.2989366,0,0.2150246,-5.244502E-02,0,0
15/11/2023 10:53:01 AM,0,0,-5.425347E-02,0,0,0,-1.236979,-4.882813E-02,0.2989366,0,0.1992911,-2.622251E-02,0,0
15/11/2023 10:54:01 AM,0,0,-4.340278E-02,0,0,0,-1.236979,-4.882813E-02,0.2884476,0,0.1678241,-4.195602E-02,0,0
15/11/2023 10:55:01 AM,0,0,-5.063657E-02,0,0,0,-1.244213,-2.170139E-02,0.3199146,0,0.1992911,-2.622251E-02,0,0
15/11/2023 10:56:01 AM,0,0,-4.701968E-02,3.616898E-03,0,0,-1.24783,-4.340278E-02,0.3146701,0,0.1888021,-2.097801E-02,0,0
15/11/2023 10:57:01 AM,0,0,-5.063657E-02,0,0,0,-1.240596,-6.510416E-02,0.3146701,0,0.1940466,-4.195602E-02,0,0
15/11/2023 10:58:01 AM,0,0,-4.701968E-02,0,0,0,-1.240596,-4.882813E-02,0.3041811,0,0.1730686,-4.195602E-02,0,0
15/11/2023 10:59:01 AM,0,0,-4.340278E-02,0,0,0,-1.236979,-7.595486E-02,0.3199146,0,0.1940466,-5.244502E-02,0,0
15/11/2023 11:00:01 AM,0,0,-4.701968E-02,0,0,0,-1.240596,-5.425347E-02,0.3041811,0,0.2097801,-3.671151E-02,0,0
15/11/2023 11:01:01 AM,0,0,-4.701968E-02,-7.233796E-03,0,0,-1.240596,-3.797743E-02,0.3199146,0,0.1835576,-4.720052E-02,0,0
15/11/2023 11:02:01 AM,0,0,-4.340278E-02,-7.233796E-03,0,0,-1.240596,-5.425347E-02,0.3041811,0,0.1940466,-2.622251E-02,0,0
15/11/2023 11:03:01 AM,0,0,-4.340278E-02,0,0,0,-1.240596,-4.882813E-02,0.3146701,0,0.1940466,-2.097801E-02,0,0
15/11/2023 11:04:01 AM,0,0,-5.063657E-02,0,0,0,-1.236979,-4.882813E-02,0.3041811,0,0.1835576,-2.097801E-02,0,0
15/11/2023 11:05:01 AM,0,0,-4.340278E-02,0,0,0,-1.236979,-5.425347E-02,0.2779586,0,0.1888021,-3.671151E-02,0,0
15/11/2023 11:06:01 AM,0,0,-4.701968E-02,0,0,0,-1.236979,-7.595486E-02,0.2989366,0,0.1940466,-6.293403E-02,0,0
15/11/2023 11:07:01 AM,0,0,-4.701968E-02,0,0,0,-1.240596,-4.340278E-02,0.3041811,0,0.1835576,-3.671151E-02,0,0
15/11/2023 11:08:01 AM,0,0,-5.063657E-02,0,0,0,-1.236979,-4.340278E-02,0.2779586,0,0.1835576,-3.671151E-02,0,0
15/11/2023 11:09:01 AM,0,0,-4.701968E-02,0,0,0,-1.236979,-5.425347E-02,0.2989366,0,0.1940466,-6.293403E-02,0,0
15/11/2023 11:10:01 AM,0,0,-5.063657E-02,0,0,0,-1.244213,-4.340278E-02,0.2884476,0,0.1730686,-5.244502E-02,0,0
15/11/2023 11:11:01 AM,0,0,-4.701968E-02,0,0,0,-1.244213,-4.882813E-02,0.3041811,0,0.2097801,-3.671151E-02,0,0
15/11/2023 11:12:01 AM,0,0,-4.701968E-02,0,0,0,-1.24783,-7.052951E-02,0.3041811,0,0.1992911,-2.622251E-02,0,0
15/11/2023 11:13:01 AM,0,0,-4.340278E-02,-7.233796E-03,0,0,-1.24783,-6.510416E-02,0.3041811,0,0.1835576,-3.671151E-02,0,0
15/11/2023 11:14:01 AM,0,0,-4.340278E-02,0,0,0,-1.240596,-4.882813E-02,0.3041811,0,0.1678241,-4.195602E-02,0,0
15/11/2023 11:15:01 AM,0,0,-3.616898E-02,0,0,0,-1.236979,-4.340278E-02,0.3146701,0,0.1992911,-4.195602E-02,0,0
15/11/2023 11:16:01 AM,0,0,-5.063657E-02,3.616898E-03,0,0,-1.226128,-6.510416E-02,0.3041811,0,0.1888021,-5.244502E-02,0,0
15/11/2023 11:17:01 AM,0,0,-4.701968E-02,3.616898E-03,0,0,-1.240596,-6.510416E-02,0.2989366,0,0.1992911,-5.244502E-02,0,0
15/11/2023 11:18:01 AM,0,0,-4.340278E-02,0,0,0,-1.240596,-4.882813E-02,0.2989366,0,0.1835576,-4.720052E-02,0,0
15/11/2023 11:19:01 AM,0,0,-4.340278E-02,0,0,0,-1.240596,-6.510416E-02,0.2989366,0,0.1835576,-4.195602E-02,0,0
15/11/2023 11:20:01 AM,0,0,-5.063657E-02,0,0,0,-1.236979,-7.052951E-02,0.2989366,0,0.1940466,-4.720052E-02,0,0
15/11/2023 11:21:01 AM,0,0,-4.701968E-02,-7.233796E-03,0,0,-1.240596,-4.340278E-02,0.2936921,0,0.1888021,-4.720052E-02,0,0
15/11/2023 11:22:01 AM,0,0,-4.701968E-02,0,0,0,-1.240596,-6.510416E-02,0.2884476,0,0.1888021,-4.720052E-02,0,0
15/11/2023 11:23:01 AM,0,0,-4.701968E-02,-1.085069E-02,0,0,-1.240596,-6.510416E-02,0.2989366,0,0.1678241,-3.671151E-02,0,0
15/11/2023 11:24:01 AM,0,0,-5.063657E-02,0,0,0,-1.24783,-7.052951E-02,0.2989366,0,0.1835576,-4.720052E-02,0,0
15/11/2023 11:25:01 AM,0,0,-3.616898E-02,-7.233796E-03,0,0,-1.236979,-6.510416E-02,0.2989366,0,0.1573351,-5.244502E-02,0,0
15/11/2023 11:26:01 AM,0,0,-5.063657E-02,-7.233796E-03,0,0,-1.240596,-4.882813E-02,0.2989366,0,0.1363571,-6.293403E-02,0,0
15/11/2023 11:27:01 AM,0,0,-5.063657E-02,-1.085069E-02,0,0,-1.229745,-5.425347E-02,0.2779586,0,0.1678241,-6.293403E-02,0,0
15/11/2023 11:28:01 AM,0,0,-5.063657E-02,0,0,0,-1.244213,-5.425347E-02,0.2779586,0,0.1625796,-6.293403E-02,0,0
15/11/2023 11:29:01 AM,0,0,-4.701968E-02,0,0,0,0,-4.882813E-02,0.2936921,0,0.2150246,-4.195602E-02,0,0
15/11/2023 11:30:01 AM,0,0,-5.063657E-02,0,0,0,0,-6.510416E-02,0.2989366,0,0.1888021,-6.293403E-02,0,0
15/11/2023 11:31:01 AM,0,0,-4.701968E-02,0,0,0,0,-8.138021E-02,0.3041811,0,0.1888021,-4.720052E-02,0,0
15/11/2023 11:32:01 AM,0,0,-5.063657E-02,0,0,0,0,-5.425347E-02,0.3146701,0,0.1888021,-4.195602E-02,0,0
15/11/2023 11:33:01 AM,0,0,-5.063657E-02,0,0,0,0,-6.510416E-02,0.3041811,0,0.1730686,-4.720052E-02,0,0
15/11/2023 11:34:01 AM,0,0,-4.701968E-02,-7.233796E-03,0,0,0,-7.595486E-02,0.2779586,0,0.1573351,-4.720052E-02,0,0
15/11/2023 11:35:01 AM,0,0,-5.063657E-02,0,0,0,0,-5.425347E-02,0.2936921,0,0.1835576,-4.195602E-02,0,0
15/11/2023 11:36:01 AM,0,0,-5.425347E-02,0,0,0,0,-5.425347E-02,0.2884476,0,0.1940466,-4.720052E-02,0,0
15/11/2023 11:37:01 AM,0,0,-5.425347E-02,0,0,0,0,-3.797743E-02,0.2674696,0,0.1625796,-4.720052E-02,0,0
15/11/2023 11:38:01 AM,0,0,-4.701968E-02,0,0,0,0,-4.340278E-02,0.3041811,0,0.1835576,-4.195602E-02,0,0
15/11/2023 11:39:01 AM,0,0,-4.701968E-02,0,0,0,0,-8.138021E-02,0.3146701,0,0.1730686,-4.720052E-02,0,0
15/11/2023 11:40:01 AM,0,0,-4.701968E-02,0,0,0,0,-6.510416E-02,0.2936921,0,0.1625796,-4.195602E-02,0,0
15/11/2023 11:41:01 AM,0,0,-5.063657E-02,-1.085069E-02,0,0,0,-5.425347E-02,0.2674696,0,0.1992911,-4.720052E-02,0,0
15/11/2023 11:42:01 AM,0,0,-5.425347E-02,0,0,0,0,-4.340278E-02,0.2989366,0,0.1888021,-2.622251E-02,0,0
15/11/2023 11:43:01 AM,0,0,-5.063657E-02,-7.233796E-03,0,0,0,-4.882813E-02,0.2884476,0,0.1678241,-5.244502E-02,0,0
15/11/2023 11:44:01 AM,0,0,-4.701968E-02,-7.233796E-03,0,0,0,-6.510416E-02,0.2936921,0,0.1730686,-3.671151E-02,0,0
15/11/2023 11:45:01 AM,0,0,-4.340278E-02,-7.233796E-03,0,0,0,-4.340278E-02,0.3146701,0,0.1835576,-4.720052E-02,0,0
15/11/2023 11:46:01 AM,0,0,-5.425347E-02,3.616898E-03,0,0,0,-4.340278E-02,0.2727141,0,0.1940466,-4.720052E-02,0,0
15/11/2023 11:47:01 AM,0,0,-5.063657E-02,0,0,0,0,-7.052951E-02,0.2779586,0,0.1888021,-3.671151E-02,0,0
15/11/2023 11:48:01 AM,0,0,-5.425347E-02,0,0,0,0,-6.510416E-02,0.2779586,0,0.1678241,-4.195602E-02,0,0
15/11/2023 11:49:01 AM,0,0,-5.063657E-02,0,0,0,0,-7.052951E-02,0.2727141,0,0.1311126,-3.671151E-02,0,0
15/11/2023 11:50:01 AM,0,0,-4.701968E-02,-7.233796E-03,0,0,0,-7.052951E-02,0.2989366,0,0.1940466,-4.720052E-02,0,0
15/11/2023 11:51:01 AM,0,0,-5.425347E-02,0,0,0,0,-4.882813E-02,0.2884476,0,0.1992911,-2.622251E-02,0,0
15/11/2023 11:52:01 AM,0,0,-5.063657E-02,-7.233796E-03,0,0,0,-5.425347E-02,0.2779586,0,0.1835576,-4.195602E-02,0,0
